county,year,days_with_aqi,good_days,moderate_days,unhealthy_for_sensitive_groups_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,90th_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_pm2.5,days_pm10,asthma_rate,number_of_cases,y_pred,residual
Tulare,2016,366,55,187,102,22,0,0,177,145,77,0,0,199,164,3,40.53,1979.0,43.393355918612755,-2.863355918612754
Tuolumne,2016,354,223,86,38,7,0,0,164,108,44,0,0,354,0,0,46.97,224.0,48.1570255074864,-1.1870255074864033
Ventura,2016,366,120,237,9,0,0,0,147,84,56,0,0,138,224,4,32.31,2613.0,34.23236911893321,-1.9223691189332044
Yolo,2016,366,246,116,4,0,0,0,115,64,43,0,1,216,148,1,38.19,768.0,40.27555855867692,-2.0855585586769223
Alameda,2017,365,106,245,9,4,1,0,205,78,56,0,6,51,308,0,56.04,8916.0,56.69347809051373,-0.6534780905137296
Amador,2017,362,291,67,4,0,0,0,136,64,38,0,0,362,0,0,56.02,175.0,58.466636695916804,-2.4466366959168013
Butte,2017,365,100,241,23,1,0,0,155,95,59,0,0,150,213,2,45.29,935.0,46.046680730577854,-0.7566807305778553
Calaveras,2017,354,118,222,12,2,0,0,172,87,57,0,0,198,155,1,54.51,197.0,55.93175559957957,-1.4217555995795692
Colusa,2017,365,237,120,7,0,1,0,213,67,43,0,0,168,179,18,28.28,62.0,43.88927988414945,-15.609279884149451
Contra Costa,2017,365,131,222,8,4,0,0,175,76,54,0,0,55,310,0,62.21,6697.0,59.70702434202475,2.5029756579752487
Del Norte,2017,298,241,55,0,1,1,0,251,56,27,0,0,0,298,0,59.78,148.0,57.782182947427806,1.997817052572195
El Dorado,2017,362,235,96,31,0,0,0,147,100,45,0,0,327,7,28,40.66,649.0,39.53804197604502,1.1219580239549742
Fresno,2017,365,76,169,93,26,1,0,207,140,75,0,2,212,140,11,75.31,7775.0,68.31463669591678,6.995363304083227
Glenn,2017,365,231,127,7,0,0,0,150,63,46,0,0,144,185,36,45.63,129.0,44.023072810385614,1.6069271896143889
Humboldt,2017,365,298,59,5,3,0,0,180,61,37,1,1,230,123,10,66.62,848.0,61.126729198938776,5.493270801061229
Imperial,2017,365,73,250,37,2,2,1,328,104,64,0,2,139,163,61,65.49,1290.0,62.40024461610898,3.089755383891017
Inyo,2017,365,195,145,16,3,0,6,2234,87,49,0,0,256,58,51,71.14,110.0,57.01305961006517,14.12694038993483
Kern,2017,365,59,167,115,24,0,0,197,140,85,0,0,236,121,8,52.13,4840.0,53.830901004662095,-1.700901004662093
Kings,2017,365,82,212,50,21,0,0,192,125,72,0,0,185,145,35,67.87,1072.0,65.74144725617312,2.128552743826887
Lake,2017,362,350,10,1,1,0,0,172,44,35,0,0,346,15,1,79.75,481.0,78.04607281038567,1.7039271896143333
Los Angeles,2017,365,9,237,73,38,8,0,224,156,79,0,20,156,189,0,49.85,49365.0,51.29935475315114,-1.449354753151141
Madera,2017,365,117,200,42,6,0,0,166,105,62,0,1,210,139,15,61.78,978.0,57.52735475315113,4.252645246848871
Marin,2017,365,224,133,5,3,0,0,164,62,44,0,6,86,273,0,23.33,563.0,28.828103644726333,-5.498103644726335
Mariposa,2017,365,146,179,31,9,0,0,189,101,54,0,0,216,149,0,46.04,63.0,44.09216531340754,1.9478346865924578
Mendocino,2017,365,226,131,7,0,1,0,203,70,45,0,0,107,255,3,70.37,563.0,62.039790867620034,8.33020913237997
Merced,2017,364,127,203,31,3,0,0,161,100,58,0,0,173,189,2,73.9,2063.0,72.14952655887461,1.7504734411253935
Mono,2017,365,300,40,5,1,4,15,3767,63,18,0,0,0,40,325,31.92,40.0,41.61812571244644,-9.69812571244644
Monterey,2017,365,265,99,1,0,0,0,121,58,41,0,0,188,150,27,42.82,1913.0,45.44269836459811,-2.622698364598108
Napa,2017,365,137,214,7,5,2,0,274,71,53,1,1,37,326,0,39.65,535.0,42.48090541574769,-2.8309054157476936
Nevada,2017,365,194,90,62,19,0,0,185,133,49,0,0,343,22,0,38.34,306.0,38.88241642183247,-0.5424164218324634
Orange,2017,365,86,247,30,2,0,0,151,97,59,0,15,138,209,3,29.65,9069.0,34.128760033279306,-4.478760033279308
Placer,2017,365,211,145,7,2,0,0,156,77,46,0,5,224,134,2,34.6,1191.0,33.67067196395719,0.9293280360428113
Plumas,2017,351,184,142,17,8,0,0,189,90,47,0,0,0,351,0,62.32,86.0,55.102623495596355,7.217376504403646
Riverside,2017,365,26,188,100,43,6,2,359,161,87,0,1,213,120,31,43.06,10057.0,44.743901004662106,-1.6839010046621041
Sacramento,2017,365,105,225,33,2,0,0,164,100,60,0,0,146,215,4,68.18,10105.0,64.36853975919504,3.811460240804962
San Benito,2017,365,284,79,2,0,0,0,117,64,41,0,0,311,51,3,60.76,339.0,55.0353239188106,5.724676081189401
San Bernardino,2017,365,9,209,73,51,23,0,233,185,84,0,8,203,140,14,51.21,11181.0,54.95163669591663,-3.7416366959166325
San Diego,2017,365,41,262,56,6,0,0,174,112,68,0,0,203,162,0,31.65,10323.0,36.75521378176831,-5.105213781768313
San Francisco,2017,365,211,147,7,0,0,0,136,67,44,0,28,103,234,0,41.74,3240.0,40.982478090513844,0.757521909486158
San Joaquin,2017,365,141,191,33,0,0,0,146,100,55,0,2,153,202,8,65.61,4869.0,62.68112127874647,2.9288787212535325
San Luis Obispo,2017,365,107,250,8,0,0,0,133,82,58,0,0,158,187,20,33.13,799.0,37.1756190618966,-4.045619061896595
San Mateo,2017,365,238,120,4,3,0,0,155,62,42,0,13,123,229,0,31.63,2342.0,34.84376003327942,-3.2137600332794243
Santa Barbara,2017,365,181,167,6,8,2,1,313,74,51,0,0,169,187,9,33.48,1467.0,36.92058822755593,-3.440588227555935
Santa Clara,2017,365,174,179,9,3,0,0,182,75,52,0,5,132,228,0,30.52,5849.0,33.13038558749188,-2.61038558749188
Santa Cruz,2017,365,269,92,4,0,0,0,130,61,39,0,0,176,189,0,29.88,770.0,36.614526558874665,-6.734526558874666
Shasta,2017,365,260,91,12,2,0,0,159,84,44,0,0,348,17,0,45.19,720.0,49.530041976044984,-4.340041976044986
Siskiyou,2017,225,198,23,3,1,0,0,167,57,28,0,0,134,91,0,42.03,159.0,41.943376820871315,0.08662317912868644
Solano,2017,365,173,182,5,5,0,0,184,73,52,0,2,121,242,0,91.11,3844.0,77.434337119131,13.675662880868998
Sonoma,2017,365,267,93,2,3,0,0,169,60,41,0,0,186,178,1,41.34,1937.0,40.72882170196071,0.6111782980392917
Stanislaus,2017,365,127,175,55,8,0,0,185,112,61,0,1,207,150,7,56.49,3070.0,57.547072810385586,-1.0570728103855842
Sutter,2017,365,128,228,9,0,0,0,130,84,56,0,0,134,228,3,31.53,300.0,36.67107281038559,-5.141072810385587
Tehama,2017,365,237,119,6,3,0,0,172,77,42,0,0,277,88,0,59.26,348.0,52.58016974710735,6.67983025289265
Trinity,2017,203,76,116,6,1,1,3,844,91,57,0,0,0,203,0,50.16,55.0,56.89912117796753,-6.739121177967533
Tulare,2017,365,67,171,96,31,0,0,174,147,81,0,0,211,147,7,43.28,2132.0,46.444931839002734,-3.1649318390027332
Tuolumne,2017,362,231,106,25,0,0,0,143,93,44,0,0,362,0,0,53.54,244.0,50.40172919893876,3.138270801061239
Ventura,2017,365,117,215,20,6,5,2,961,100,57,0,0,176,182,7,34.62,2826.0,36.67879086761997,-2.058790867619976
Yolo,2017,365,228,130,6,1,0,0,154,71,45,0,0,223,141,1,43.1,890.0,42.92369836459809,0.1763016354019129
Alameda,2018,365,77,271,5,9,3,0,248,79,57,0,1,22,342,0,48.4,7778.0,52.149535770389704,-3.7495357703897056
Amador,2018,364,288,70,6,0,0,0,129,71,40,0,0,364,0,0,43.83,137.0,54.12441243302719,-10.29441243302719
Butte,2018,365,97,228,22,10,3,5,682,104,59,0,0,148,216,1,42.13,906.0,41.30102035321943,0.8289796467805743
Calaveras,2018,364,52,292,14,6,0,0,160,87,58,0,0,71,293,0,51.8,185.0,51.38781327945555,0.4121867205444474
Colusa,2018,365,206,131,10,17,1,0,299,84,46,0,0,138,210,17,53.47,118.0,39.748773678494246,13.721226321505753
Contra Costa,2018,365,111,236,7,8,3,0,270,74,55,0,0,45,320,0,55.1,5991.0,55.163082021900735,-0.06308202190073331
Del Norte,2018,180,134,46,0,0,0,0,80,58,33,0,0,0,180,0,53.22,132.0,54.24683091347582,-1.0268309134758198
El Dorado,2018,365,221,107,27,9,1,0,203,101,45,0,0,347,9,9,34.19,564.0,34.792381598686596,-0.6023815986865984
Fresno,2018,365,61,206,79,19,0,0,185,133,75,0,0,210,151,4,66.96,6928.0,63.56897631855835,3.391023681441645
Glenn,2018,363,242,105,9,6,1,0,255,71,39,0,0,130,185,48,35.88,101.0,37.86538603238634,-1.9853860323863373
Humboldt,2018,365,301,58,5,1,0,0,167,58,35,0,2,231,117,15,53.04,686.0,55.97763270711154,-2.93763270711154
Imperial,2018,365,67,248,41,7,2,0,286,108,64,0,4,103,164,94,57.85,1146.0,57.65458423875056,0.1954157612494427
Inyo,2018,365,192,136,26,7,2,2,638,101,49,0,0,291,44,30,49.03,81.0,52.267399232706744,-3.2373992327067427
Kern,2018,365,45,190,103,27,0,0,190,142,84,0,0,226,126,13,46.18,4290.0,48.88352257006927,-2.7035225700692678
Kings,2018,365,68,239,49,9,0,0,190,114,70,0,0,161,160,44,53.69,832.0,60.59235076434587,-6.902350764345876
Lake,2018,357,344,10,1,1,1,0,233,43,33,0,0,343,12,2,86.34,503.0,72.89697631855843,13.443023681441574
Los Angeles,2018,365,7,250,89,18,1,0,201,130,78,0,22,153,189,1,47.03,46644.0,46.35197631855831,0.6780236814416938
Madera,2018,365,122,208,30,5,0,0,169,100,58,0,0,181,160,24,50.88,812.0,51.97482214685508,-1.0948221468550798
Marin,2018,365,235,117,3,9,1,0,243,63,43,0,11,85,269,0,24.14,583.0,23.880725210133498,0.25927478986650243
Mariposa,2018,365,156,169,10,13,15,2,352,108,53,0,0,226,139,0,47.31,68.0,39.14478687881471,8.165213121185289
Mendocino,2018,364,217,126,13,6,1,1,376,69,46,0,0,81,282,1,61.89,504.0,57.49584854749602,4.3941514525039835
Merced,2018,365,110,214,32,9,0,0,178,101,56,0,1,139,224,1,59.87,1704.0,67.00043006704738,-7.130430067047378
Mono,2018,365,252,84,14,10,3,2,1049,85,27,0,0,0,234,131,54.77,65.0,38.68792785019767,16.082072149802336
Monterey,2018,365,258,100,5,2,0,0,157,57,42,0,0,149,189,27,36.09,1613.0,40.898756044474084,-4.80875604447408
Napa,2018,364,210,142,4,8,0,0,195,65,46,1,1,99,262,1,37.03,510.0,36.323218637748425,0.7067813622515757
Nevada,2018,363,231,104,19,7,2,0,218,87,45,0,0,311,52,0,26.02,219.0,33.32988381553641,-7.309883815536413
Orange,2018,365,114,233,15,3,0,0,160,86,54,0,17,114,231,3,26.45,8168.0,28.374509369748846,-1.9245093697488471
Placer,2018,365,213,127,16,7,2,0,248,84,46,0,12,176,174,3,32.86,1151.0,28.92501158659876,3.934988413401239
Plumas,2018,350,186,154,8,2,0,0,162,85,47,0,0,0,350,0,61.1,92.0,50.35696311823793,10.743036881762073
Riverside,2018,365,32,193,102,32,6,0,296,153,87,0,1,210,117,37,37.73,8910.0,39.99824062730368,-2.2682406273036833
Sacramento,2018,365,104,226,22,6,5,2,376,100,58,0,1,131,229,4,64.1,9633.0,59.2194432673678,4.8805567326321935
San Benito,2018,365,270,84,11,0,0,0,143,63,42,0,0,286,78,1,56.48,318.0,50.49138159868657,5.988618401313424
San Bernardino,2018,365,14,197,96,51,7,0,221,164,89,0,5,197,159,4,47.22,10331.0,51.21456660473024,-3.994566604730238
San Diego,2018,365,28,302,35,0,0,0,143,100,67,0,0,162,203,0,28.69,9424.0,31.80783534717548,-3.117835347175479
San Francisco,2018,365,222,129,2,10,2,0,252,66,44,1,23,86,254,1,36.18,2854.0,36.23681771315542,-0.05681771315541795
San Joaquin,2018,365,91,241,20,8,4,1,365,99,59,0,0,85,276,4,60.31,4519.0,58.74233313032566,1.5676668696743405
San Luis Obispo,2018,365,147,209,9,0,0,0,133,77,53,0,0,172,168,25,28.06,692.0,31.42136839836614,-3.3613683983661424
San Mateo,2018,365,236,116,3,10,0,0,197,61,42,0,13,90,262,0,27.38,2050.0,30.098099655920993,-2.7180996559209945
Santa Barbara,2018,365,173,190,2,0,0,0,114,67,51,0,0,167,188,10,27.37,1207.0,32.174927850197506,-4.804927850197505
Santa Clara,2018,365,154,194,6,9,2,0,214,72,53,0,2,94,269,0,26.25,5084.0,28.586443267367855,-2.336443267367855
Santa Cruz,2018,365,273,82,5,5,0,0,177,56,41,0,0,136,229,0,27.79,721.0,32.27230229598506,-4.482302295985058
Shasta,2018,365,272,72,15,5,1,0,206,84,43,0,0,341,23,1,38.38,604.0,44.582663541452156,-6.202663541452154
Siskiyou,2018,365,247,78,16,21,3,0,219,119,42,0,0,214,151,0,34.12,138.0,40.02176924479457,-5.901769244794572
Solano,2018,365,184,166,3,11,1,0,272,69,50,0,1,120,244,0,79.02,3344.0,72.28524062730376,6.734759372696232
Sonoma,2018,365,304,48,3,8,2,0,250,57,39,0,2,232,130,1,37.71,1766.0,35.57972521013347,2.130274789866533
Stanislaus,2018,365,109,209,32,11,4,0,265,108,59,0,1,153,206,5,52.66,2899.0,52.39797631855834,0.26202368144165433
Sutter,2018,365,94,236,22,6,6,1,420,100,58,0,0,101,263,1,29.8,291.0,32.32884854749597,-2.528848547495972
Tehama,2018,365,208,128,16,12,1,0,206,96,48,0,0,224,141,0,48.01,288.0,49.04481771315536,-1.0348177131553626
Trinity,2018,291,117,155,12,5,2,0,209,82,54,0,0,0,291,0,59.8,57.0,51.548306628905884,8.251693371094113
Tulare,2018,365,50,194,95,26,0,0,180,140,79,0,0,207,152,6,32.11,1598.0,41.2958353471755,-9.185835347175498
Tuolumne,2018,348,254,73,20,1,0,0,154,80,43,0,0,348,0,0,47.32,220.0,45.45435076434593,1.8656492356540681
Ventura,2018,365,94,254,16,1,0,0,166,88,57,0,0,116,238,11,30.31,2465.0,31.933130490261544,-1.6231304902615449
Yolo,2018,365,216,135,5,7,2,0,260,71,45,0,0,198,167,0,38.93,804.0,38.17803798723966,0.7519620127603375
Alameda,2019,365,183,174,8,0,0,0,150,67,50,0,11,94,260,0,46.34,7432.0,51.298313100742554,-4.958313100742551
Amador,2019,355,308,45,2,0,0,0,115,51,39,0,0,355,0,0,52.68,169.0,54.48349810678647,-1.8034981067864706
Butte,2019,365,171,189,3,2,0,0,180,71,51,0,0,121,243,1,37.77,752.0,40.248079626337876,-2.4780796263378733
Calaveras,2019,360,288,71,1,0,0,0,108,60,43,0,0,297,62,1,58.8,199.0,48.92284615193315,9.877153848066847
Colusa,2019,365,260,105,0,0,0,0,85,61,41,0,0,152,173,40,47.17,103.0,39.300987123315906,7.869012876684096
Contra Costa,2019,365,238,123,4,0,0,0,129,64,43,0,3,171,190,1,54.97,5888.0,53.303269066081555,1.6667309339184442
Del Norte,2019,248,210,38,0,0,0,0,74,53,26,0,0,0,248,0,48.0,117.0,53.39560824382867,-5.3956082438286685
El Dorado,2019,365,273,86,6,0,0,0,122,74,43,0,0,353,3,9,33.25,539.0,34.949749215211476,-1.699749215211476
Fresno,2019,365,113,186,64,2,0,0,187,115,63,0,1,229,118,17,63.37,6588.0,61.70916336273917,1.6608366372608288
Glenn,2019,362,274,88,0,0,0,0,86,58,42,0,0,232,119,11,40.41,118.0,39.03134393508325,1.378656064916747
Humboldt,2019,363,340,23,0,0,0,0,69,44,28,2,1,253,70,37,49.54,614.0,55.12641003746439,-5.58641003746439
Imperial,2019,365,94,250,19,2,0,0,185,93,61,0,0,185,128,52,61.9,1197.0,57.61023379804103,4.289766201958969
Inyo,2019,365,226,127,6,2,1,3,653,84,47,0,0,313,23,29,60.97,92.0,52.424766849231624,8.545233150768375
Kern,2019,365,91,179,87,6,1,1,553,122,69,0,1,228,108,28,46.57,4278.0,46.41855544254687,0.15144455745313223
Kings,2019,365,123,201,37,2,0,2,508,105,58,0,0,166,130,69,47.49,752.0,58.73253780852669,-11.242537808526691
Lake,2019,360,360,0,0,0,0,0,50,42,31,0,0,351,8,1,90.9,508.0,73.0543439350833,17.84565606491671
Los Angeles,2019,365,34,245,57,28,1,0,201,136,72,0,24,166,170,5,47.95,46731.0,45.70247170614556,2.247528293854444
Madera,2019,365,167,185,13,0,0,0,140,84,52,0,0,225,103,37,50.11,779.0,51.325317534442334,-1.2153175344423346
Marin,2019,363,291,71,1,0,0,0,133,55,37,0,10,151,202,0,23.27,540.0,23.231220597720753,0.038779402279246256
Mariposa,2019,365,192,159,9,5,0,0,185,84,50,0,0,247,118,0,37.75,63.0,39.100436438105184,-1.3504364381051843
Mendocino,2019,361,290,71,0,0,0,0,80,54,36,0,0,155,199,7,61.11,488.0,56.03947170614565,5.070528293854352
Merced,2019,365,176,182,7,0,0,0,119,80,51,0,0,202,161,2,59.66,1687.0,66.55264351186904,-6.892643511869039
Mono,2019,365,242,108,6,0,0,9,4227,83,34,0,0,0,322,43,47.89,51.0,40.6607579818322,7.2292420181678025
Monterey,2019,365,303,61,1,0,0,0,144,54,39,2,0,228,127,8,36.95,1630.0,40.854405603764555,-3.904405603764552
Napa,2019,363,295,66,2,0,0,0,119,54,37,2,0,211,150,0,37.75,496.0,35.06855985363246,2.6814401463675424
Nevada,2019,361,251,105,5,0,0,0,122,71,45,0,0,272,89,0,27.74,218.0,33.8906875465301,-6.150687546530104
Orange,2019,365,157,192,15,1,0,0,172,87,53,0,7,188,164,6,27.26,8315.0,28.73359504350813,-1.47359504350813
Placer,2019,365,198,158,9,0,0,0,136,77,49,0,0,218,145,2,29.45,1036.0,30.09096948929567,-0.6409694892956708
Plumas,2019,341,220,116,5,0,0,0,138,71,34,0,0,0,341,0,56.34,86.0,48.29543210518434,8.044567894815664
Riverside,2019,365,53,192,91,29,0,0,185,147,77,0,0,219,102,44,39.48,9237.0,38.54186378595331,0.9381362140466862
Sacramento,2019,365,175,180,10,0,0,0,140,84,52,0,1,188,169,7,59.48,8986.0,58.56993865495505,0.9100613450449444
San Benito,2019,365,318,47,0,0,0,0,90,52,39,0,0,308,51,6,58.02,340.0,50.447031157977044,7.572968842022959
San Bernardino,2019,365,29,203,71,54,8,0,213,172,81,0,4,214,140,7,50.06,10877.0,50.16162587784868,-0.10162587784867583
San Diego,2019,365,38,302,23,2,0,0,169,93,66,0,1,133,228,3,30.2,9860.0,32.166921020934765,-1.966921020934766
San Francisco,2019,365,251,113,1,0,0,0,108,58,39,0,15,119,231,0,33.21,2666.0,35.78903115797708,-2.5790311579770773
San Joaquin,2019,365,202,151,11,1,0,0,190,82,47,0,1,201,149,14,58.01,4373.0,56.88252017450648,1.1274798254935163
San Luis Obispo,2019,365,196,166,3,0,0,0,108,74,49,0,0,239,109,17,31.87,762.0,31.175299900422207,0.6947000995777941
San Mateo,2019,365,276,87,2,0,0,0,122,57,39,0,14,135,216,0,26.21,1983.0,30.053749215211464,-3.8437492152114636
Santa Barbara,2019,365,242,122,1,0,0,0,105,63,45,0,0,228,128,9,28.11,1225.0,31.525423237784757,-3.4154232377847578
Santa Clara,2019,365,205,156,4,0,0,0,136,68,48,0,1,134,229,1,24.29,4646.0,28.138656712189515,-3.8486567121895163
Santa Cruz,2019,365,291,74,0,0,0,0,74,54,39,0,0,166,199,0,30.52,796.0,32.42966991250993,-1.90966991250993
Shasta,2019,364,306,58,0,0,0,0,100,54,42,0,0,349,13,2,39.94,630.0,44.94174921521144,-5.00174921521144
Siskiyou,2019,365,302,59,2,2,0,0,164,54,38,0,0,239,126,0,40.79,148.0,39.77570074685064,1.0142992531493604
Solano,2019,365,226,138,1,0,0,0,119,64,45,0,1,129,235,0,71.26,2986.0,71.83745407212542,-0.5774540721254198
Sonoma,2019,365,318,47,0,0,0,0,87,52,36,0,1,202,155,7,32.65,1487.0,35.535374769423946,-2.8853747694239473
Stanislaus,2019,365,168,174,22,1,0,0,177,92,52,0,0,208,147,10,52.93,2887.0,51.54675364891119,1.3832463510888076
Sutter,2019,365,200,163,2,0,0,0,110,71,48,0,0,200,159,6,27.19,274.0,30.872471706145603,-3.682471706145602
Tehama,2019,365,263,102,0,0,0,0,93,64,43,0,0,299,66,0,46.61,273.0,48.59703115797702,-1.9870311579770217
Trinity,2019,269,225,42,2,0,0,0,113,56,23,0,0,0,269,0,43.23,47.0,45.85585058563299,-2.625850585632996
Tulare,2019,365,98,186,78,2,1,0,280,122,67,0,0,210,136,19,40.67,1994.0,39.43602239135631,1.2339776086436913
Tuolumne,2019,358,273,83,2,0,0,0,108,67,43,0,0,358,0,0,44.83,185.0,46.01515449533962,-1.1851544953396242
Ventura,2019,365,175,181,9,0,0,0,126,77,51,0,3,226,127,9,30.65,2410.0,31.283625877848795,-0.6336258778487966
Yolo,2019,365,252,112,1,0,0,0,136,63,43,0,1,249,114,1,35.9,742.0,38.33540560376454,-2.4354056037645435
Alameda,2020,366,169,177,8,11,1,0,243,81,52,0,6,87,273,0,27.32,4274.0,32.34481880827254,-5.024818808272542
Amador,2020,359,327,29,2,1,0,0,156,50,37,0,0,359,0,0,28.89,103.0,34.72313158537884,-5.833131585378837
Butte,2020,366,149,178,18,16,3,2,508,110,54,0,0,159,204,3,23.98,473.0,21.496303391102266,2.483696608897734
Calaveras,2020,364,206,135,10,12,1,0,210,79,48,0,0,182,177,5,29.14,111.0,30.574506031166354,-1.4345060311663538
Colusa,2020,366,218,116,9,22,1,0,221,87,42,0,0,148,190,28,25.45,49.0,20.145774773611485,5.304225226388514
Contra Costa,2020,366,192,156,7,10,1,0,221,75,49,0,2,107,257,0,27.07,3033.0,35.156647002549164,-8.086647002549164
Del Norte,2020,292,193,90,4,3,2,0,245,61,42,0,0,0,292,0,40.45,104.0,37.26616675264034,3.183833247359665
El Dorado,2020,366,256,87,17,6,0,0,190,90,43,0,0,346,13,7,21.02,351.0,15.592818808272648,5.427181191727351
Fresno,2020,366,75,192,59,31,8,1,346,154,76,0,0,149,204,13,34.74,3500.0,44.97456769984762,-10.234567699847616
Glenn,2020,364,200,135,7,19,3,0,221,84,46,0,0,151,202,11,20.38,55.0,20.48128575708205,-0.10128575708204934
Humboldt,2020,366,318,45,3,0,0,0,109,53,29,0,0,225,80,61,34.21,442.0,35.97119768775997,-1.7611976877599673
Imperial,2020,366,94,244,26,2,0,0,166,97,60,0,1,153,146,66,26.7,474.0,38.0515853338678,-11.3515853338678
Inyo,2020,366,158,153,23,16,8,8,705,130,57,0,0,218,128,20,26.91,46.0,35.08501701463686,-8.175017014636861
Kern,2020,366,56,180,98,28,4,0,267,140,83,0,0,184,166,16,27.98,2528.0,29.885677836889723,-1.9056778368897227
Kings,2020,366,76,220,54,13,2,1,548,124,70,0,0,118,199,49,27.64,425.0,41.79622408840074,-14.15622408840074
Lake,2020,351,341,6,1,3,0,0,190,44,32,0,0,324,25,2,44.32,269.0,53.89913158537889,-9.579131585378889
Los Angeles,2020,366,35,194,77,43,17,0,250,166,85,0,9,180,175,2,26.6,25868.0,28.967876043254012,-2.367876043254011
Madera,2020,366,104,209,34,15,4,0,275,113,64,0,0,173,174,19,31.15,473.0,34.38900381431638,-3.2390038143163835
Marin,2020,366,272,85,4,4,1,0,231,62,36,0,8,148,210,0,11.81,279.0,3.672572133547523,8.137427866452477
Mariposa,2020,366,195,123,27,10,6,5,1073,111,49,0,0,275,84,7,23.43,31.0,19.541787973931953,3.8882120260680466
Mendocino,2020,366,240,103,10,10,0,3,716,79,40,0,0,112,252,2,38.28,314.0,37.489413528144446,0.7905864718555549
Merced,2020,366,131,203,17,15,0,0,194,96,57,0,0,164,201,1,37.82,1033.0,48.406021448336645,-10.586021448336645
Mono,2020,366,183,117,13,14,11,28,2088,224,51,0,0,0,331,35,36.04,40.0,24.733034547878276,11.306965452121723
Monterey,2020,366,259,92,4,8,3,0,275,64,39,0,0,171,171,24,21.34,917.0,21.497475196825732,-0.1574751968257324
Napa,2020,365,259,91,7,7,1,0,224,66,39,3,0,163,199,0,22.98,322.0,16.115065561162446,6.864934438837555
Nevada,2020,366,223,111,15,11,6,0,277,91,46,0,0,173,193,0,20.74,174.0,14.735475196825687,6.004524803174311
Orange,2020,366,118,207,28,11,2,0,218,108,56,0,4,153,207,2,15.88,4866.0,9.981818808272527,5.898181191727474
Placer,2020,366,130,195,20,15,6,0,247,108,57,0,0,181,177,8,16.13,621.0,12.347783540232092,3.7822164597679073
Plumas,2020,360,135,175,16,17,10,7,755,146,56,0,0,0,360,0,40.49,57.0,33.37629895740245,7.113701042597555
Riverside,2020,366,42,179,98,36,9,2,584,159,87,0,0,211,124,31,24.75,5870.0,21.202113951358548,3.547886048641452
Sacramento,2020,366,145,185,17,16,3,0,226,100,55,0,0,166,191,9,35.15,5480.0,39.81816241971945,-4.668162419719451
San Benito,2020,366,271,78,8,9,0,0,174,68,41,0,0,241,117,8,35.38,219.0,31.493536865507032,3.8864631344929705
San Bernardino,2020,366,33,170,76,69,18,0,236,185,93,0,6,219,128,13,31.0,6752.0,33.22531215772272,-2.225312157722719
San Diego,2020,366,33,284,35,14,0,0,192,108,74,0,0,100,263,3,17.69,5739.0,14.423735071871189,3.2662649281288125
San Francisco,2020,366,227,131,3,4,1,0,223,67,42,0,5,118,243,0,17.02,1435.0,17.037254922741475,-0.017254922741475553
San Joaquin,2020,366,162,173,16,13,2,0,215,97,54,0,0,129,223,14,37.98,2941.0,38.9376161682085,-0.9576161682085029
San Luis Obispo,2020,366,161,174,21,7,1,2,334,90,53,0,0,179,181,6,16.84,432.0,12.625241722421006,4.214758277578994
San Mateo,2020,366,257,99,5,5,0,0,199,64,37,0,11,136,219,0,14.42,1080.0,10.29338269380383,4.12661730619617
Santa Barbara,2020,366,199,154,9,4,0,0,174,68,48,0,0,156,207,3,15.37,678.0,12.77364700254915,2.5963529974508486
Santa Clara,2020,366,174,172,11,9,0,0,198,81,52,0,3,107,256,0,14.95,2810.0,9.588598534188316,5.361401465811683
Santa Cruz,2020,366,261,85,6,10,1,3,624,68,39,0,0,138,228,0,17.08,457.0,13.072739505571107,4.007260494428891
Shasta,2020,366,286,72,6,2,0,0,171,67,41,0,0,325,41,0,24.03,400.0,25.383100751038207,-1.3531007510382054
Siskiyou,2020,366,272,71,10,9,2,2,468,66,39,0,0,210,156,0,25.1,86.0,20.620488397146218,4.479511602853783
Solano,2020,366,183,167,9,6,1,0,228,77,51,0,0,125,240,1,40.18,1766.0,53.69083200859304,-13.510832008593042
Sonoma,2020,366,290,69,1,6,0,0,199,57,36,0,1,166,192,7,18.76,884.0,16.178444362485116,2.581555637514885
Stanislaus,2020,366,131,198,21,16,0,0,195,102,60,0,1,169,182,14,32.9,1802.0,33.80356769984762,-0.9035676998476205
Sutter,2020,366,162,173,15,13,2,1,356,90,53,0,0,140,222,4,19.42,183.0,12.524131585378807,6.895868414621194
Tehama,2020,366,216,117,12,19,2,0,218,94,46,0,0,214,152,0,28.11,173.0,29.84525492274141,-1.7352549227414116
Trinity,2020,343,215,100,12,13,3,0,211,81,36,0,0,0,343,0,21.85,26.0,29.121254922741443,-7.271254922741441
Tulare,2020,366,52,179,103,30,2,0,225,145,80,0,0,164,190,12,24.56,1134.0,22.701426728464767,1.8585732715352314
Tuolumne,2020,353,277,71,5,0,0,0,143,64,41,0,0,353,0,0,26.74,129.0,26.254787973931982,0.48521202606801594
Ventura,2020,366,185,155,21,5,0,0,174,90,50,0,0,239,119,8,17.26,1393.0,11.724977413675568,5.535022586324434
Yolo,2020,366,215,123,14,13,1,0,209,86,45,0,1,168,197,0,22.99,455.0,19.381911311294527,3.6080886887054717
